,Time,Close,Open,High,Low,v,vo
99,2020-04-01T11:35:00+0530,8288.849609375,8293.75,8294.900390625,8288.2998046875,0,0
100,2020-04-01T11:36:00+0530,8287.9501953125,8289.099609375,8293.2001953125,8287.849609375,0,0
101,2020-04-01T11:37:00+0530,8290.75,8288.2998046875,8293.2001953125,8288.2998046875,0,0
102,2020-04-01T11:38:00+0530,8294.099609375,8290.7001953125,8294.9501953125,8290.7001953125,0,0
103,2020-04-01T11:39:00+0530,8293.650390625,8294.5498046875,8295.150390625,8292.7998046875,0,0
104,2020-04-01T11:40:00+0530,8300.9501953125,8293.650390625,8301.099609375,8292.2001953125,0,0
105,2020-04-01T11:41:00+0530,8302.2001953125,8300.900390625,8303.150390625,8300.900390625,0,0
106,2020-04-01T11:42:00+0530,8308.150390625,8303.25,8309.650390625,8303.25,0,0
107,2020-04-01T11:43:00+0530,8302.0498046875,8307.349609375,8308.0,8302.0498046875,0,0
108,2020-04-01T11:44:00+0530,8301.4501953125,8300.4501953125,8301.849609375,8294.4501953125,0,0
109,2020-04-01T11:45:00+0530,8305.349609375,8303.5,8306.5,8300.25,0,0
110,2020-04-01T11:46:00+0530,8305.900390625,8306.7998046875,8306.7998046875,8303.5498046875,0,0
111,2020-04-01T11:47:00+0530,8299.2001953125,8306.099609375,8306.099609375,8299.0,0,0
112,2020-04-01T11:48:00+0530,8296.5,8300.400390625,8300.7001953125,8296.5,0,0
113,2020-04-01T11:49:00+0530,8293.4501953125,8295.25,8295.650390625,8291.5498046875,0,0
114,2020-04-01T11:50:00+0530,8296.4501953125,8293.7001953125,8297.4501953125,8293.7001953125,0,0
115,2020-04-01T11:51:00+0530,8294.099609375,8297.2001953125,8301.0498046875,8294.099609375,0,0
116,2020-04-01T11:52:00+0530,8283.2998046875,8290.0498046875,8290.9501953125,8283.2998046875,0,0
117,2020-04-01T11:53:00+0530,8283.5,8284.0,8284.400390625,8282.150390625,0,0
118,2020-04-01T11:54:00+0530,8289.599609375,8284.150390625,8289.599609375,8282.5498046875,0,0
119,2020-04-01T11:55:00+0530,8288.0,8289.849609375,8290.0,8286.900390625,0,0
120,2020-04-01T11:56:00+0530,8281.5498046875,8286.0498046875,8286.0498046875,8276.849609375,0,0
121,2020-04-01T11:57:00+0530,8288.5,8282.0,8288.5,8281.599609375,0,0
122,2020-04-01T11:58:00+0530,8287.2001953125,8289.7998046875,8291.150390625,8285.349609375,0,0
123,2020-04-01T11:59:00+0530,8296.0,8287.2001953125,8296.349609375,8286.7001953125,0,0
124,2020-04-01T12:00:00+0530,8291.4501953125,8295.2998046875,8295.900390625,8291.150390625,0,0
125,2020-04-01T12:01:00+0530,8287.400390625,8289.9501953125,8290.4501953125,8286.0,0,0
126,2020-04-01T12:02:00+0530,8282.150390625,8285.75,8286.5498046875,8281.75,0,0
127,2020-04-01T12:03:00+0530,8282.099609375,8281.7998046875,8283.2001953125,8280.5498046875,0,0
128,2020-04-01T12:04:00+0530,8284.349609375,8282.7001953125,8285.599609375,8281.900390625,0,0
129,2020-04-01T12:05:00+0530,8290.349609375,8284.25,8290.349609375,8283.0,0,0
130,2020-04-01T12:06:00+0530,8294.150390625,8290.0,8294.7001953125,8289.7001953125,0,0
131,2020-04-01T12:07:00+0530,8295.5,8293.9501953125,8301.2001953125,8293.9501953125,0,0
132,2020-04-01T12:08:00+0530,8294.9501953125,8294.900390625,8295.900390625,8292.0498046875,0,0
133,2020-04-01T12:09:00+0530,8291.0498046875,8294.0,8294.5498046875,8287.349609375,0,0
134,2020-04-01T12:10:00+0530,8299.849609375,8290.2001953125,8299.849609375,8289.5,0,0
135,2020-04-01T12:11:00+0530,8287.2998046875,8296.9501953125,8296.9501953125,8287.2998046875,0,0
136,2020-04-01T12:12:00+0530,8285.099609375,8285.150390625,8288.900390625,8281.9501953125,0,0
137,2020-04-01T12:13:00+0530,8293.900390625,8288.400390625,8294.75,8288.400390625,0,0
138,2020-04-01T12:14:00+0530,8301.25,8292.9501953125,8301.25,8292.7998046875,0,0
139,2020-04-01T12:15:00+0530,8296.5498046875,8302.0,8302.0,8294.599609375,0,0
140,2020-04-01T12:16:00+0530,8309.2001953125,8296.400390625,8311.25,8296.400390625,0,0
141,2020-04-01T12:17:00+0530,8317.900390625,8310.9501953125,8324.75,8310.9501953125,0,0
142,2020-04-01T12:18:00+0530,8325.849609375,8316.7001953125,8329.2998046875,8316.7001953125,0,0
143,2020-04-01T12:19:00+0530,8323.650390625,8325.25,8325.25,8313.599609375,0,0
144,2020-04-01T12:20:00+0530,8325.7998046875,8324.2001953125,8328.25,8320.5498046875,0,0
145,2020-04-01T12:21:00+0530,8321.849609375,8326.0,8329.7001953125,8321.849609375,0,0
146,2020-04-01T12:22:00+0530,8312.650390625,8320.849609375,8320.849609375,8312.650390625,0,0
147,2020-04-01T12:23:00+0530,8311.150390625,8312.349609375,8312.349609375,8308.349609375,0,0
148,2020-04-01T12:24:00+0530,8306.099609375,8313.7998046875,8315.0498046875,8306.099609375,0,0
149,2020-04-01T12:25:00+0530,8310.0498046875,8303.9501953125,8310.0498046875,8303.7001953125,0,0
150,2020-04-01T12:26:00+0530,8313.349609375,8310.2001953125,8315.900390625,8310.2001953125,0,0
151,2020-04-01T12:27:00+0530,8310.0498046875,8312.5,8312.5,8307.0,0,0
152,2020-04-01T12:28:00+0530,8313.5498046875,8309.7001953125,8314.5498046875,8309.7001953125,0,0
153,2020-04-01T12:29:00+0530,8312.7001953125,8311.400390625,8312.7001953125,8308.150390625,0,0
154,2020-04-01T12:30:00+0530,8310.5,8314.25,8314.25,8310.5,0,0
155,2020-04-01T12:31:00+0530,8301.900390625,8310.349609375,8310.349609375,8301.900390625,0,0
156,2020-04-01T12:32:00+0530,8297.7001953125,8296.2998046875,8299.900390625,8295.099609375,0,0
157,2020-04-01T12:33:00+0530,8303.75,8297.4501953125,8305.650390625,8297.4501953125,0,0
158,2020-04-01T12:34:00+0530,8302.0498046875,8304.349609375,8304.349609375,8301.0,0,0
159,2020-04-01T12:35:00+0530,8305.349609375,8303.5498046875,8307.400390625,8303.5498046875,0,0
160,2020-04-01T12:36:00+0530,8302.599609375,8305.2001953125,8307.150390625,8302.599609375,0,0
161,2020-04-01T12:37:00+0530,8311.349609375,8302.599609375,8311.349609375,8301.2001953125,0,0
162,2020-04-01T12:38:00+0530,8309.7001953125,8309.7998046875,8312.599609375,8309.5498046875,0,0
163,2020-04-01T12:39:00+0530,8310.2001953125,8310.150390625,8310.4501953125,8308.4501953125,0,0
164,2020-04-01T12:40:00+0530,8317.0,8311.5,8317.5498046875,8311.5,0,0
165,2020-04-01T12:41:00+0530,8312.099609375,8317.400390625,8317.400390625,8312.099609375,0,0
166,2020-04-01T12:42:00+0530,8313.2001953125,8311.5,8314.0,8311.5,0,0
167,2020-04-01T12:43:00+0530,8323.4501953125,8313.150390625,8327.0,8313.150390625,0,0
168,2020-04-01T12:44:00+0530,8322.5,8324.0,8324.5,8321.2998046875,0,0
169,2020-04-01T12:45:00+0530,8324.0498046875,8322.5,8327.2001953125,8322.5,0,0
170,2020-04-01T12:46:00+0530,8323.5498046875,8323.7998046875,8325.400390625,8319.349609375,0,0
171,2020-04-01T12:47:00+0530,8315.349609375,8321.7998046875,8322.5498046875,8315.2001953125,0,0
172,2020-04-01T12:48:00+0530,8313.7001953125,8314.25,8314.400390625,8312.2001953125,0,0
173,2020-04-01T12:49:00+0530,8315.0,8315.650390625,8315.650390625,8313.25,0,0
174,2020-04-01T12:50:00+0530,8315.7001953125,8316.75,8319.2001953125,8315.7001953125,0,0
175,2020-04-01T12:51:00+0530,8319.7001953125,8316.599609375,8320.900390625,8316.150390625,0,0
176,2020-04-01T12:52:00+0530,8311.900390625,8320.2998046875,8320.2998046875,8311.900390625,0,0
177,2020-04-01T12:53:00+0530,8293.25,8310.5,8310.5,8292.7001953125,0,0
178,2020-04-01T12:54:00+0530,8291.900390625,8292.4501953125,8292.7001953125,8284.4501953125,0,0
179,2020-04-01T12:55:00+0530,8283.0498046875,8290.2001953125,8290.2001953125,8282.900390625,0,0
180,2020-04-01T12:56:00+0530,8282.900390625,8284.2001953125,8290.400390625,8282.900390625,0,0
181,2020-04-01T12:57:00+0530,8280.4501953125,8281.400390625,8282.2998046875,8273.599609375,0,0
182,2020-04-01T12:58:00+0530,8274.849609375,8278.900390625,8279.650390625,8274.349609375,0,0
183,2020-04-01T12:59:00+0530,8279.650390625,8274.9501953125,8279.650390625,8274.9501953125,0,0
184,2020-04-01T13:00:00+0530,8262.4501953125,8278.7001953125,8278.7001953125,8262.4501953125,0,0
185,2020-04-01T13:01:00+0530,8270.5498046875,8265.2998046875,8276.599609375,8265.2998046875,0,0
186,2020-04-01T13:02:00+0530,8270.650390625,8271.0498046875,8272.5498046875,8269.0,0,0
187,2020-04-01T13:03:00+0530,8270.2998046875,8271.5,8271.5,8266.7001953125,0,0
188,2020-04-01T13:04:00+0530,8262.599609375,8270.5,8270.5,8262.5,0,0
189,2020-04-01T13:05:00+0530,8254.400390625,8261.4501953125,8261.599609375,8254.400390625,0,0
190,2020-04-01T13:06:00+0530,8265.75,8252.7998046875,8265.75,8251.2998046875,0,0
191,2020-04-01T13:07:00+0530,8259.349609375,8265.2001953125,8265.2001953125,8258.150390625,0,0
192,2020-04-01T13:08:00+0530,8262.4501953125,8259.0498046875,8264.400390625,8259.0498046875,0,0
193,2020-04-01T13:09:00+0530,8271.9501953125,8262.4501953125,8275.25,8262.4501953125,0,0
194,2020-04-01T13:10:00+0530,8269.5498046875,8270.2001953125,8270.2001953125,8266.2001953125,0,0
195,2020-04-01T13:11:00+0530,8272.75,8269.900390625,8275.7001953125,8269.900390625,0,0
196,2020-04-01T13:12:00+0530,8271.25,8272.650390625,8274.599609375,8271.25,0,0
197,2020-04-01T13:13:00+0530,8261.2998046875,8270.2998046875,8270.849609375,8261.25,0,0
198,2020-04-01T13:14:00+0530,8264.150390625,8262.650390625,8264.9501953125,8262.25,0,0
199,2020-04-01T13:15:00+0530,8265.0,8266.5,8272.2998046875,8264.7001953125,0,0
200,2020-04-01T13:16:00+0530,8250.7001953125,8264.7001953125,8264.7001953125,8250.7001953125,0,0
201,2020-04-01T13:17:00+0530,8248.0,8250.349609375,8253.150390625,8248.0,0,0
202,2020-04-01T13:18:00+0530,8252.849609375,8249.5,8253.7001953125,8248.650390625,0,0
203,2020-04-01T13:19:00+0530,8248.150390625,8251.849609375,8251.849609375,8247.2998046875,0,0
204,2020-04-01T13:20:00+0530,8255.099609375,8247.849609375,8256.5498046875,8247.849609375,0,0
205,2020-04-01T13:21:00+0530,8256.099609375,8255.75,8256.099609375,8250.7998046875,0,0
206,2020-04-01T13:22:00+0530,8261.25,8256.9501953125,8261.25,8254.2001953125,0,0
207,2020-04-01T13:23:00+0530,8256.2001953125,8261.849609375,8261.900390625,8255.099609375,0,0
208,2020-04-01T13:24:00+0530,8258.150390625,8255.650390625,8258.150390625,8255.2001953125,0,0
209,2020-04-01T13:25:00+0530,8263.0,8258.0498046875,8263.0,8258.0498046875,0,0
210,2020-04-01T13:26:00+0530,8261.900390625,8263.5,8265.2998046875,8261.900390625,0,0
211,2020-04-01T13:27:00+0530,8250.25,8260.900390625,8260.900390625,8250.25,0,0
212,2020-04-01T13:28:00+0530,8254.849609375,8250.400390625,8254.849609375,8246.400390625,0,0
213,2020-04-01T13:29:00+0530,8262.5498046875,8254.5498046875,8262.5498046875,8254.5498046875,0,0
214,2020-04-01T13:30:00+0530,8260.5498046875,8260.599609375,8262.7001953125,8257.650390625,0,0
215,2020-04-01T13:31:00+0530,8253.650390625,8260.7998046875,8260.900390625,8253.650390625,0,0
216,2020-04-01T13:32:00+0530,8252.7001953125,8250.900390625,8253.849609375,8250.75,0,0
217,2020-04-01T13:33:00+0530,8254.4501953125,8251.650390625,8254.4501953125,8251.650390625,0,0
218,2020-04-01T13:34:00+0530,8251.400390625,8254.25,8254.25,8250.5498046875,0,0
219,2020-04-01T13:35:00+0530,8240.599609375,8245.7998046875,8245.849609375,8237.349609375,0,0
220,2020-04-01T13:36:00+0530,8234.7998046875,8238.75,8238.75,8231.099609375,0,0
221,2020-04-01T13:37:00+0530,8240.900390625,8235.75,8243.150390625,8234.400390625,0,0
222,2020-04-01T13:38:00+0530,8240.5498046875,8242.2998046875,8242.349609375,8237.5,0,0
223,2020-04-01T13:39:00+0530,8241.4501953125,8240.349609375,8244.7001953125,8240.349609375,0,0
224,2020-04-01T13:40:00+0530,8238.75,8239.75,8239.75,8237.25,0,0
225,2020-04-01T13:41:00+0530,8241.0498046875,8238.849609375,8241.0498046875,8236.150390625,0,0
226,2020-04-01T13:42:00+0530,8247.2001953125,8241.900390625,8247.75,8241.900390625,0,0
227,2020-04-01T13:43:00+0530,8254.650390625,8247.7001953125,8258.2001953125,8247.7001953125,0,0
228,2020-04-01T13:44:00+0530,8252.2998046875,8253.0498046875,8255.25,8251.599609375,0,0
229,2020-04-01T13:45:00+0530,8250.0498046875,8253.150390625,8253.150390625,8247.7001953125,0,0
230,2020-04-01T13:46:00+0530,8243.7998046875,8249.5,8249.5,8243.7998046875,0,0
231,2020-04-01T13:47:00+0530,8245.25,8242.349609375,8245.25,8240.7001953125,0,0
232,2020-04-01T13:48:00+0530,8244.4501953125,8241.900390625,8244.4501953125,8239.75,0,0
233,2020-04-01T13:49:00+0530,8247.400390625,8245.349609375,8247.849609375,8245.349609375,0,0
234,2020-04-01T13:50:00+0530,8240.75,8246.9501953125,8246.9501953125,8240.75,0,0
235,2020-04-01T13:51:00+0530,8239.599609375,8240.5,8241.2001953125,8238.150390625,0,0
236,2020-04-01T13:52:00+0530,8233.4501953125,8239.4501953125,8239.5,8228.400390625,0,0
237,2020-04-01T13:53:00+0530,8235.0,8234.150390625,8235.0498046875,8231.4501953125,0,0
238,2020-04-01T13:54:00+0530,8243.2001953125,8235.099609375,8244.25,8235.099609375,0,0
239,2020-04-01T13:55:00+0530,8239.0,8242.650390625,8242.650390625,8239.0,0,0
240,2020-04-01T13:56:00+0530,8235.2998046875,8237.2001953125,8237.2001953125,8233.7998046875,0,0
241,2020-04-01T13:57:00+0530,8235.099609375,8235.4501953125,8237.0498046875,8233.7998046875,0,0
242,2020-04-01T13:58:00+0530,8227.2001953125,8234.5498046875,8234.5498046875,8225.4501953125,0,0
243,2020-04-01T13:59:00+0530,8220.099609375,8225.5,8225.5,8217.5498046875,0,0
244,2020-04-01T14:00:00+0530,8209.0498046875,8219.7001953125,8219.7001953125,8209.0498046875,0,0
245,2020-04-01T14:01:00+0530,8208.75,8210.0,8210.0,8204.5,0,0
246,2020-04-01T14:02:00+0530,8221.7001953125,8208.2001953125,8221.7001953125,8208.2001953125,0,0
247,2020-04-01T14:03:00+0530,8214.9501953125,8221.650390625,8221.7998046875,8213.25,0,0
248,2020-04-01T14:04:00+0530,8218.0498046875,8214.7001953125,8218.0498046875,8214.2998046875,0,0
249,2020-04-01T14:05:00+0530,8211.150390625,8215.400390625,8215.4501953125,8208.5,0,0
250,2020-04-01T14:06:00+0530,8211.7001953125,8214.400390625,8216.7998046875,8211.0498046875,0,0
251,2020-04-01T14:07:00+0530,8199.7001953125,8212.900390625,8212.900390625,8199.7001953125,0,0
252,2020-04-01T14:08:00+0530,8210.7001953125,8207.25,8212.4501953125,8207.25,0,0
253,2020-04-01T14:09:00+0530,8200.2998046875,8211.349609375,8211.349609375,8200.2998046875,0,0
254,2020-04-01T14:10:00+0530,8203.349609375,8200.9501953125,8207.0,8200.9501953125,0,0
255,2020-04-01T14:11:00+0530,8211.7998046875,8202.25,8211.7998046875,8201.5,0,0
256,2020-04-01T14:12:00+0530,8217.599609375,8212.25,8221.900390625,8212.25,0,0
257,2020-04-01T14:13:00+0530,8216.75,8215.5498046875,8221.2998046875,8215.5498046875,0,0
258,2020-04-01T14:14:00+0530,8222.900390625,8214.5498046875,8223.4501953125,8213.5,0,0
259,2020-04-01T14:15:00+0530,8239.400390625,8219.849609375,8239.400390625,8219.849609375,0,0
260,2020-04-01T14:16:00+0530,8233.4501953125,8238.5,8238.5498046875,8231.150390625,0,0
261,2020-04-01T14:17:00+0530,8221.0,8234.349609375,8234.349609375,8221.0,0,0
262,2020-04-01T14:18:00+0530,8233.5498046875,8226.650390625,8233.9501953125,8225.5,0,0
263,2020-04-01T14:19:00+0530,8235.900390625,8233.900390625,8236.9501953125,8228.2001953125,0,0
264,2020-04-01T14:20:00+0530,8244.849609375,8236.849609375,8251.9501953125,8236.650390625,0,0
265,2020-04-01T14:21:00+0530,8243.900390625,8244.25,8246.75,8239.75,0,0
266,2020-04-01T14:22:00+0530,8231.400390625,8240.0498046875,8241.75,8231.400390625,0,0
267,2020-04-01T14:23:00+0530,8236.4501953125,8234.25,8238.0498046875,8233.150390625,0,0
268,2020-04-01T14:24:00+0530,8236.0,8236.349609375,8236.349609375,8233.150390625,0,0
269,2020-04-01T14:25:00+0530,8239.849609375,8233.7001953125,8240.650390625,8233.7001953125,0,0
270,2020-04-01T14:26:00+0530,8219.4501953125,8240.900390625,8240.900390625,8219.4501953125,0,0
271,2020-04-01T14:27:00+0530,8226.150390625,8220.0,8226.599609375,8220.0,0,0
272,2020-04-01T14:28:00+0530,8232.400390625,8227.9501953125,8235.4501953125,8227.9501953125,0,0
273,2020-04-01T14:29:00+0530,8229.0498046875,8232.099609375,8232.099609375,8229.0498046875,0,0
274,2020-04-01T14:30:00+0530,8238.5498046875,8229.7998046875,8239.0,8227.75,0,0
275,2020-04-01T14:31:00+0530,8228.349609375,8238.2001953125,8238.2001953125,8228.349609375,0,0
276,2020-04-01T14:32:00+0530,8223.2001953125,8228.0,8228.0,8222.5,0,0
277,2020-04-01T14:33:00+0530,8224.900390625,8222.900390625,8228.5498046875,8222.900390625,0,0
278,2020-04-01T14:34:00+0530,8218.599609375,8223.2001953125,8223.2001953125,8213.2998046875,0,0
